,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20140120 15:32:53:182,-50,11.7,0.0,10.98,-23.560078,-46.723232,0.71589106,true,3,17,-8.12,135.70999,-2.03,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:53:365,-61,11.7,0.0,10.99,-23.56008,-46.723232,0.7723341,true,3,17,-9.08,135.06,-1.31,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:53:578,-58,11.7,0.0,11.01,-23.56008,-46.72323,0.8930846,true,3,17,-7.01,133.88,-1.85,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:53:836,-63,11.7,0.0,11.07,-23.56008,-46.72323,1.0733126,true,3,17,-5.17,131.70001,-3.92,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:54:033,-62,11.7,0.0,11.08,-23.56008,-46.723225,1.1764354,true,3,17,-3.78,130.19,-5.48,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:54:237,-53,11.7,0.0,11.11,-23.560081,-46.723225,1.2257651,true,3,17,-3.45,128.97,-1.7,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:54:942,-51,11.7,0.0,11.17,-23.560081,-46.723217,1.4729902,true,3,17,-1.95,126.79999,1.0,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:55:742,-45,11.7,0.0,11.16,-23.560087,-46.723198,1.9136614,true,3,17,-3.41,124.95001,-2.07,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:57:105,-45,11.7,0.0,11.18,-23.56009,-46.723175,1.5446682,true,3,17,5.09,128.54999,-4.12,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:57:213,-49,11.7,0.0,11.17,-23.56009,-46.723175,1.5446682,true,3,17,6.74,129.1,-4.36,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:57:421,-36,11.7,0.0,11.16,-23.56009,-46.72317,1.3449535,true,3,17,8.73,130.5,-2.99,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:57:755,-44,11.7,0.0,11.17,-23.56009,-46.723167,1.1423222,true,3,17,7.08,132.97,-3.21,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:57:891,-47,11.7,0.0,11.17,-23.560091,-46.723167,0.87091905,true,3,17,5.67,135.13,-2.56,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:58:086,-42,11.7,0.0,11.13,-23.560091,-46.723167,0.7060453,true,3,17,3.75,137.04001,-0.49,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:58:291,-46,11.6,0.0,11.08,-23.560093,-46.723164,0.7021396,true,3,17,1.76,138.75,0.31,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:58:514,-37,11.7,0.0,11.09,-23.560095,-46.723164,2.6321094,true,3,17,1.41,140.26999,-0.06,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:58:692,-33,11.7,0.0,11.11,-23.560097,-46.723167,0.9108787,true,3,17,2.1,141.45001,-0.36,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:58:970,-37,11.7,0.0,11.1,-23.560099,-46.723167,0.9752948,true,3,17,1.4,142.81,-0.95,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:59:175,-44,11.7,0.0,11.05,-23.5601,-46.723167,1.1038568,true,3,17,1.75,143.38,-1.37,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:59:579,-41,11.7,0.0,11.05,-23.560106,-46.72317,1.3059862,true,3,17,0.55,143.85999,-2.58,15,225,1,3,21,23,false,2,32,0.35
20140120 15:32:59:774,-43,11.7,0.0,11.08,-23.560108,-46.72317,1.3645879,true,3,17,-1.0,144.26001,-2.92,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:00:001,-37,11.7,0.0,11.11,-23.560108,-46.723175,1.3867948,true,3,17,-3.67,144.41,-0.81,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:00:357,-43,11.7,0.0,11.12,-23.560114,-46.72318,1.3737904,true,3,17,-5.17,143.42001,0.25,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:00:486,-50,11.7,0.0,11.15,-23.560114,-46.72318,1.3737904,true,3,17,-5.41,142.94,0.12,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:01:167,-43,11.6,0.0,11.16,-23.56012,-46.72318,1.2646343,true,3,18,-8.43,137.6,-3.56,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:01:268,-43,11.6,0.0,11.11,-23.560122,-46.723183,1.1923925,true,3,18,-9.43,136.37,-3.6,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:01:949,-48,11.7,0.0,11.12,-23.56013,-46.72318,0.7860025,true,3,18,-7.06,128.34,-4.29,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:02:042,-49,11.7,0.0,11.17,-23.56013,-46.72318,0.7860025,true,3,18,-6.09,127.45001,-3.97,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:02:925,-49,11.6,0.0,11.12,-23.56013,-46.72317,1.0662082,true,3,18,-2.4,122.22,-4.37,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:03:536,-42,11.6,0.0,11.02,-23.560123,-46.723164,1.1486514,true,3,18,2.41,122.149994,-3.34,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:03:753,-37,11.6,0.0,11.02,-23.560122,-46.723164,1.0960382,true,3,18,2.46,122.54001,-3.08,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:03:931,-38,11.6,0.0,11.0,-23.56012,-46.72316,1.0793517,true,3,18,3.18,123.42999,-2.14,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:04:113,-42,11.6,0.0,10.99,-23.56012,-46.72316,1.012571,true,3,18,4.4,124.78,-1.23,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:04:488,-43,11.7,0.0,11.05,-23.560118,-46.72316,0.91525954,true,3,18,5.58,127.58002,-0.39,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:04:636,-35,11.7,0.0,11.04,-23.560118,-46.723156,0.75591004,true,3,18,3.26,129.41998,-0.37,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:04:804,-40,11.7,0.0,11.03,-23.560116,-46.723156,0.7000714,true,3,18,2.69,131.16,-0.08,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:05:006,-33,11.6,0.0,11.01,-23.560114,-46.723156,0.55027264,true,3,18,4.18,132.19,0.27,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:05:103,-33,11.6,0.0,11.02,-23.560114,-46.723156,0.44911024,true,3,18,4.43,132.54999,0.18,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:05:382,-39,11.7,0.0,11.05,-23.560112,-46.723156,0.35355338,true,3,18,3.28,133.95001,-0.23,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:05:656,-39,11.7,0.0,11.07,-23.560112,-46.723156,0.3,true,3,18,2.12,135.68,0.01,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:05:787,-38,11.6,0.0,11.05,-23.560112,-46.723156,0.3488553,true,3,18,1.06,137.66,-1.19,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:05:985,-42,11.6,0.0,11.04,-23.560112,-46.72316,0.4244997,true,3,18,-0.99,139.22,-2.06,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:06:188,-43,11.6,0.0,10.99,-23.560112,-46.72316,0.47518417,true,3,18,-1.74,140.32999,-1.16,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:06:488,-41,11.6,0.0,10.92,-23.560112,-46.72316,0.48507732,true,3,18,-1.78,141.43,-0.3,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:07:739,-39,11.6,0.0,11.02,-23.56011,-46.723164,0.41976184,true,3,18,-0.85,140.42001,-0.05,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:07:844,-40,11.6,0.0,11.03,-23.56011,-46.723164,0.44911024,true,3,18,-1.02,140.22,-0.06,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:07:895,-39,11.7,0.0,11.05,-23.56011,-46.723164,0.44911024,true,3,18,-1.35,140.06,-0.35,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:07:955,-43,11.6,0.0,11.06,-23.560112,-46.723164,0.40261644,true,3,18,-1.82,139.95001,-0.54,15,225,1,3,21,23,false,2,32,0.35
20140120 15:33:09:377,-43,11.6,0.0,11.03,-23.560114,-46.723167,0.2302173,true,3,18,-1.16,138.9,-0.75,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:09:667,-40,11.6,0.0,11.04,-23.560114,-46.72317,0.23323809,true,3,18,-1.33,139.34,-0.47,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:09:849,-46,11.6,0.0,11.07,-23.560114,-46.72317,0.20808652,true,3,18,-0.94,139.28,-0.27,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:10:042,-43,11.6,0.0,11.04,-23.560114,-46.72317,0.18384776,true,3,18,-0.15,140.92001,-0.17,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:10:256,-49,11.6,0.0,11.0,-23.560114,-46.72317,0.1640122,true,3,18,0.45,148.23001,-0.37,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:10:523,-45,11.6,0.0,11.08,-23.560116,-46.72317,0.18681543,true,3,18,0.75,164.95999,-0.31,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:10:725,-40,11.6,0.0,11.08,-23.560116,-46.72317,0.23194827,true,3,18,1.82,177.92001,-0.09,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:10:820,-40,11.6,0.0,11.05,-23.560116,-46.72317,0.23194827,true,3,18,2.53,184.04999,-0.44,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:11:021,-39,11.6,0.0,11.11,-23.560116,-46.72317,0.27892652,true,3,18,2.87,195.45,-0.99,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:11:224,-48,11.6,0.0,11.09,-23.560116,-46.72317,0.29410884,true,3,18,2.38,205.99,-0.68,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:11:429,-43,11.6,0.0,11.11,-23.560118,-46.72317,0.29068884,true,3,18,1.62,215.9,-0.5,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:11:624,-37,11.6,0.0,11.13,-23.560118,-46.72317,0.28653097,true,3,18,0.92,225.93,0.22,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:11:721,-34,11.6,0.0,11.12,-23.560118,-46.72317,0.3088689,true,3,18,0.95,229.92,0.06,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:12:004,-37,11.6,0.0,11.11,-23.56012,-46.72317,0.31780496,true,3,18,1.71,241.19,0.1,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:12:206,-33,11.6,0.0,11.11,-23.56012,-46.723175,0.3312099,true,3,18,0.44,242.02,2.8,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:12:405,-41,11.6,0.0,11.11,-23.56012,-46.723175,0.3443835,true,3,18,-1.02,240.37,5.36,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:13:799,-47,11.6,0.0,11.13,-23.560127,-46.723183,0.6576473,true,3,18,0.21,237.43,-1.64,15,225,1,3,21,21,false,2,32,0.35
20140120 15:33:15:219,-47,11.6,0.0,11.26,-23.56013,-46.723183,0.31890437,true,3,18,0.03,237.59,-1.86,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:15:392,-34,11.6,0.0,11.24,-23.56013,-46.723183,0.29,true,3,18,-0.06,238.11,-12.27,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:15:675,-49,11.6,0.0,11.24,-23.56013,-46.723183,0.072111025,true,3,18,-0.33,238.32,-10.16,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:16:072,-35,11.6,0.0,11.23,-23.56013,-46.723183,0.72560316,true,3,18,1.74,243.1,1.74,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:16:327,-45,11.6,0.0,11.24,-23.56013,-46.723183,0.80993825,true,3,18,1.57,253.04,2.13,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:16:674,-37,11.6,0.0,11.29,-23.560127,-46.723183,0.7381734,true,3,18,0.48,277.86,-2.73,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:16:951,-51,11.6,0.0,11.23,-23.560125,-46.72318,0.7102112,true,3,18,1.0,290.77002,-5.29,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:17:148,-53,11.6,0.0,11.2,-23.560125,-46.723175,0.8421995,true,3,18,-2.07,293.31,-11.63,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:17:348,-51,11.6,0.0,11.2,-23.560123,-46.723175,1.0153325,true,3,18,-3.93,292.22998,-10.27,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:17:561,-50,11.6,0.0,11.15,-23.560123,-46.72317,1.2416924,true,3,18,-6.44,290.76,-4.92,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:17:702,-46,11.6,0.0,11.11,-23.560123,-46.72317,1.2416924,true,3,18,-7.48,291.34,-3.11,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:17:957,-38,11.6,0.0,10.97,-23.560125,-46.723164,1.5839822,true,3,18,-7.59,300.56,-0.78,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:18:240,-41,11.6,0.0,10.88,-23.560125,-46.723164,1.5586212,true,3,18,-6.14,312.95,-1.13,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:18:451,-40,11.6,0.0,10.81,-23.56013,-46.72316,1.6786304,true,3,18,-1.54,317.68,2.24,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:18:713,-37,11.6,0.0,10.69,-23.56013,-46.72316,1.6360013,true,3,18,1.45,317.35,6.31,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:19:920,-37,11.6,0.0,10.62,-23.560133,-46.723152,1.1684605,true,3,18,2.24,312.77002,1.27,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:21:666,-45,11.6,0.0,10.5,-23.560148,-46.723145,0.33970577,true,3,18,0.65,312.77002,-0.84,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:21:715,-42,11.6,0.0,10.51,-23.560148,-46.723145,0.30805844,true,3,18,0.16,312.85,-0.41,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:21:868,-42,11.6,0.0,10.57,-23.560148,-46.723145,0.33286634,true,3,18,-0.28,312.97998,0.28,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:22:087,-47,11.6,0.0,10.61,-23.560148,-46.723145,0.27784887,true,3,18,-0.66,313.06,-0.92,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:22:285,-47,11.6,0.0,10.59,-23.560148,-46.723145,0.24413112,true,3,18,0.17,312.78,-1.29,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:22:500,-49,11.6,0.0,10.62,-23.560148,-46.723145,0.2385372,true,3,18,0.47,312.19,-0.61,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:22:687,-55,11.6,0.0,10.61,-23.560148,-46.723145,0.22203603,true,3,18,0.53,311.76,-0.28,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:22:893,-55,11.6,0.0,10.56,-23.560148,-46.723145,0.19723083,true,3,18,0.89,311.65,-0.15,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:23:479,-44,11.6,0.0,10.56,-23.560148,-46.723145,0.080622576,true,3,18,1.26,312.52002,-0.95,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:23:671,-49,11.6,0.0,10.53,-23.560148,-46.72314,0.06,true,3,18,0.78,313.0,-1.83,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:23:868,-44,11.6,0.0,10.52,-23.560148,-46.72314,0.0781025,true,3,18,0.4,313.31,-2.35,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:24:175,-46,11.6,0.0,10.52,-23.560148,-46.72314,0.12041594,true,3,18,-0.12,313.69,-1.56,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:24:282,-46,11.6,0.0,10.52,-23.560148,-46.72314,0.12041594,true,3,18,-0.09,313.84,-1.43,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:24:505,-45,11.6,0.0,10.54,-23.560148,-46.72314,0.11661904,true,3,18,-0.32,314.37,-1.26,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:24:571,-49,11.6,0.0,10.5,-23.560148,-46.72314,0.111803405,true,3,18,-0.28,314.58002,-0.98,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:24:690,-55,11.6,0.0,10.51,-23.560148,-46.72314,0.111803405,true,3,18,0.26,314.71002,-0.75,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:24:857,-54,11.6,0.0,10.49,-23.560148,-46.72314,0.09848858,true,3,18,7.26,314.52002,-1.39,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:25:559,-51,11.6,0.0,10.49,-23.560146,-46.723137,0.7988116,true,3,18,-2.02,313.15,-1.7,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:26:062,-43,11.6,0.0,10.51,-23.560144,-46.723137,0.680147,true,3,18,-0.85,314.03,-2.04,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:26:349,-48,11.6,0.0,10.55,-23.560143,-46.723133,0.58,true,3,18,1.24,314.07,-0.9,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:26:494,-48,11.5,0.0,10.56,-23.560143,-46.723133,0.58,true,3,18,1.04,313.89,-0.88,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:26:552,-56,11.5,0.0,10.58,-23.560143,-46.723133,0.55317265,true,3,18,0.85,313.66998,-1.0,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:27:832,-49,11.6,0.0,11.49,-23.560139,-46.72313,0.37336308,true,3,18,0.83,313.13,-0.07,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:28:025,-50,11.6,0.0,11.63,-23.560139,-46.723125,0.42544094,true,3,18,0.17,312.9,0.56,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:28:227,-45,11.6,0.0,11.72,-23.560139,-46.723125,0.33286634,true,3,18,-0.46,312.53,-0.6,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:28:635,-47,11.7,0.0,11.89,-23.560139,-46.723125,0.21931712,true,3,18,-0.08,312.33002,-1.49,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:28:767,-45,11.6,0.0,11.86,-23.560139,-46.723125,0.21587034,true,3,18,2.64,312.35,-0.96,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:29:005,-55,11.6,0.0,11.76,-23.560139,-46.723125,0.24186774,true,3,18,17.48,312.63,0.02,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:29:207,-51,11.5,0.0,11.73,-23.560137,-46.723125,0.490408,true,3,18,17.18,311.74,-0.56,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:29:519,-55,11.6,0.0,11.74,-23.560133,-46.723125,1.4269549,true,3,18,10.79,311.72,-2.85,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:29:756,-44,11.6,0.0,11.74,-23.560133,-46.723125,1.4269549,true,3,18,-6.25,311.99,-4.54,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:29:892,-50,11.5,0.0,11.73,-23.56013,-46.72312,1.5033296,true,3,18,-23.9,315.91998,-4.5,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:30:097,-50,11.5,0.0,11.72,-23.56013,-46.72312,0.96519434,true,3,18,-21.54,317.03998,-3.62,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:30:303,-43,11.5,0.0,11.66,-23.560127,-46.723118,0.6685058,true,3,18,-14.77,316.41,-0.5,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:30:544,-49,11.5,0.0,11.55,-23.56013,-46.723118,0.89,true,3,18,-7.12,314.93,3.19,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:30:771,-64,11.5,0.0,11.41,-23.56013,-46.723118,2.5831184,true,3,18,8.82,313.27002,6.27,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:30:904,-53,11.5,0.0,11.42,-23.56013,-46.723118,0.6747592,true,3,18,20.73,311.53998,5.53,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:31:173,-44,11.5,0.0,11.38,-23.560131,-46.723118,0.23194827,true,3,18,20.08,308.87,-0.07,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:31:286,-55,11.5,0.0,11.36,-23.560131,-46.723118,0.23194827,true,3,18,17.39,308.78,-2.47,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:32:189,-36,11.5,0.0,11.46,-23.560122,-46.723118,1.0040418,true,3,18,-6.33,316.18,-5.22,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:32:260,-37,11.6,0.0,11.48,-23.560122,-46.723118,1.0040418,true,3,18,-2.53,315.87,-3.64,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:32:493,-43,11.5,0.0,11.46,-23.56012,-46.723114,0.6933974,true,3,18,1.93,314.72998,1.37,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:32:661,-46,11.5,0.0,11.37,-23.56012,-46.723114,0.6016643,true,3,18,1.66,314.14,4.99,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:32:979,-43,11.5,0.0,11.34,-23.56012,-46.72311,0.60539246,true,3,18,1.34,320.39,2.58,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:33:545,-37,11.6,0.0,11.25,-23.56012,-46.72311,0.1264911,true,3,18,-2.26,325.16998,-3.26,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:33:993,-42,11.6,0.0,11.29,-23.56012,-46.72311,0.15652476,true,3,18,2.37,323.25,0.62,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:34:149,-42,11.6,0.0,11.27,-23.56012,-46.72311,0.1029563,true,3,18,0.99,323.01,1.9,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:34:346,-45,11.6,0.0,11.29,-23.56012,-46.72311,0.036055513,true,3,18,0.17,323.08002,1.21,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:34:546,-44,11.6,0.0,11.36,-23.56012,-46.72311,0.09486833,true,3,18,0.51,323.43,-0.99,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:34:765,-41,11.6,0.0,11.39,-23.56012,-46.72311,0.14764823,true,3,18,0.95,323.81,-1.39,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:34:835,-43,11.6,0.0,11.39,-23.56012,-46.72311,0.14764823,true,3,18,1.34,323.94,-1.34,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:35:036,-40,11.5,0.0,11.3,-23.56012,-46.72311,0.20248456,true,3,18,1.96,324.23,-0.55,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:35:230,-45,11.5,0.0,11.31,-23.56012,-46.72311,0.20248456,true,3,18,2.59,324.2,-0.37,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:35:472,-40,11.5,0.0,11.36,-23.56012,-46.72311,0.2302173,true,3,18,2.72,323.87,-0.96,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:35:668,-45,11.6,0.0,11.39,-23.56012,-46.723114,0.20248456,true,3,18,3.08,323.43,-1.17,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:35:831,-40,11.5,0.0,11.38,-23.56012,-46.723114,0.18867962,true,3,18,2.76,323.25,-0.36,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:36:031,-46,11.5,0.0,11.39,-23.56012,-46.723114,0.16124515,true,3,18,2.23,323.24,-0.51,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:36:115,-43,11.5,0.0,11.4,-23.56012,-46.723114,0.1264911,true,3,18,2.05,323.27,-0.66,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:36:315,-42,11.5,0.0,11.41,-23.56012,-46.723114,0.12165525,true,3,18,1.69,323.51,-1.68,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:36:420,-39,11.5,0.0,11.4,-23.56012,-46.723114,0.14142135,true,3,18,1.84,323.74,-1.85,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:36:660,-43,11.5,0.0,11.42,-23.56012,-46.723114,0.14317821,true,3,18,2.21,324.09,-1.16,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:36:815,-45,11.6,0.0,11.45,-23.56012,-46.723114,0.117047,true,3,18,2.06,324.12,0.18,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:38:212,-44,11.6,0.0,11.36,-23.56012,-46.723114,0.111803405,true,3,18,1.04,323.43,-1.11,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:39:693,-39,11.5,0.0,10.53,-23.56012,-46.723114,2.5448968,true,3,18,0.23,325.19,-0.95,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:39:887,-37,11.5,0.0,10.45,-23.56012,-46.723114,0.5223983,true,3,18,3.18,324.94,1.05,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:39:965,-38,11.5,0.0,10.43,-23.560122,-46.723114,0.52611786,true,3,18,3.43,324.73,2.0,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:40:363,-43,11.5,0.0,10.27,-23.560123,-46.723114,0.28635642,true,3,18,1.26,324.56,1.22,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:40:565,-36,11.5,0.0,10.2,-23.560123,-46.723118,0.20223749,true,3,18,-0.13,325.02,-0.04,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:40:831,-41,11.5,0.0,10.16,-23.560123,-46.723118,0.16278821,true,3,18,-0.58,325.41998,-0.66,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:40:883,-43,11.5,0.0,10.21,-23.560123,-46.723118,0.16278821,true,3,18,-0.38,325.56,-1.08,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:40:976,-40,11.5,0.0,10.2,-23.560123,-46.723118,0.156205,true,3,18,-0.08,325.71,-1.34,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:41:166,-38,11.5,0.0,10.15,-23.560123,-46.723118,0.16124515,true,3,18,0.0,325.98,-1.47,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:41:254,-37,11.5,0.0,10.12,-23.560123,-46.723118,0.16124515,true,3,18,-0.05,326.02,-1.34,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:41:484,-38,11.5,0.0,10.09,-23.560125,-46.723118,0.18681543,true,3,18,0.23,325.88,-0.34,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:41:844,-37,11.5,0.0,10.06,-23.560125,-46.723118,0.15524174,true,3,18,0.05,325.03,0.73,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:41:955,-44,11.5,0.0,10.06,-23.560125,-46.723118,0.13416408,true,3,18,-0.43,324.46,5.89,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:42:151,-44,11.5,0.0,10.07,-23.560125,-46.723118,0.17720045,true,3,18,-2.87,323.54,17.51,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:42:363,-42,11.5,0.0,10.08,-23.560125,-46.723118,0.5288667,true,3,18,-0.01,324.13,19.27,15,225,1,3,21,3,false,2,32,0.35
20140120 15:33:42:657,-67,11.5,0.0,10.03,-23.560123,-46.72312,1.1406139,true,3,18,2.87,324.58002,13.97,15,225,1,3,21,3,false,2,32,0.35
